KEY;SURVEY_DATE;OFFICE_LOCATION;STATEMENT;RATING
2066;2022-04-01;2100-0001;I can always trust the colleagues in my team.;9
2067;2022-04-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;1
2068;2022-04-01;2100-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
2069;2022-04-01;2100-0001;After work, I'm exhausted in the evening.;1
2070;2022-04-01;2100-0001;I'm often working under time pressure.;3
2071;2022-07-01;2100-0001;I have a really interesting  job.;6
2072;2022-07-01;2100-0001;Most of the time I enjoy going to work.;10
2073;2022-07-01;2100-0001;I'm often bored at work.;2
2074;2022-07-01;2100-0001;If I could, I would like to change careers.;3
2075;2022-07-01;2100-0001;I'm satisified with the relations between colleagues in my team.;6
2076;2022-07-01;2100-0001;I can always trust the colleagues in my team.;6
2077;2022-07-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;1
2078;2022-07-01;2100-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
2079;2022-07-01;2100-0001;After work, I'm exhausted in the evening.;1
2080;2022-07-01;2100-0001;I'm often working under time pressure.;1
2081;2022-07-01;2100-0001;I have a really interesting  job.;8
2082;2022-07-01;2100-0001;Most of the time I enjoy going to work.;7
2083;2022-07-01;2100-0001;I'm often bored at work.;3
2084;2022-07-01;2100-0001;If I could, I would like to change careers.;3
2085;2022-07-01;2100-0001;I'm satisified with the relations between colleagues in my team.;8
2086;2022-07-01;2100-0001;I can always trust the colleagues in my team.;7
2087;2022-07-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;1
2088;2022-07-01;2100-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
2089;2022-07-01;2100-0001;After work, I'm exhausted in the evening.;1
2090;2022-07-01;2100-0001;I'm often working under time pressure.;1
2091;2022-07-01;2100-0001;I have a really interesting  job.;6
2092;2022-07-01;2100-0001;Most of the time I enjoy going to work.;10
2093;2022-07-01;2100-0001;I'm often bored at work.;2
2094;2022-07-01;2100-0001;If I could, I would like to change careers.;1
2095;2022-07-01;2100-0001;I'm satisified with the relations between colleagues in my team.;6
2096;2022-07-01;2100-0001;I can always trust the colleagues in my team.;10
2097;2022-07-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;2
2098;2022-07-01;2100-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
2099;2022-07-01;2100-0001;After work, I'm exhausted in the evening.;2
2100;2022-07-01;2100-0001;I'm often working under time pressure.;2
2101;2022-07-01;2100-0001;I have a really interesting  job.;8
2102;2022-07-01;2100-0001;Most of the time I enjoy going to work.;7
2103;2022-07-01;2100-0001;I'm often bored at work.;1
2104;2022-07-01;2100-0001;If I could, I would like to change careers.;2
2105;2022-07-01;2100-0001;I'm satisified with the relations between colleagues in my team.;8
2106;2022-07-01;2100-0001;I can always trust the colleagues in my team.;10
2107;2022-07-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;2
2108;2022-07-01;2100-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
2109;2022-07-01;2100-0001;After work, I'm exhausted in the evening.;1
2110;2022-07-01;2100-0001;I'm often working under time pressure.;1
2111;2022-07-01;2100-0001;I have a really interesting  job.;6
2112;2022-07-01;2100-0001;Most of the time I enjoy going to work.;9
2113;2022-07-01;2100-0001;I'm often bored at work.;3
2114;2022-07-01;2100-0001;If I could, I would like to change careers.;3
2115;2022-07-01;2100-0001;I'm satisified with the relations between colleagues in my team.;6
2116;2022-07-01;2100-0001;I can always trust the colleagues in my team.;8
2117;2022-07-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;3
2118;2022-07-01;2100-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
2119;2022-07-01;2100-0001;After work, I'm exhausted in the evening.;3
2120;2022-07-01;2100-0001;I'm often working under time pressure.;3
2121;2022-07-01;2100-0001;I have a really interesting  job.;10
2122;2022-07-01;2100-0001;Most of the time I enjoy going to work.;6
2123;2022-07-01;2100-0001;I'm often bored at work.;1
2124;2022-07-01;2100-0001;If I could, I would like to change careers.;1
2125;2022-07-01;2100-0001;I'm satisified with the relations between colleagues in my team.;9
2126;2022-07-01;2100-0001;I can always trust the colleagues in my team.;9
2127;2022-07-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;1
2128;2022-07-01;2100-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
2129;2022-07-01;2100-0001;After work, I'm exhausted in the evening.;3
2130;2022-07-01;2100-0001;I'm often working under time pressure.;1
2131;2022-07-01;2100-0001;I have a really interesting  job.;9
2132;2022-07-01;2100-0001;Most of the time I enjoy going to work.;10
2133;2022-07-01;2100-0001;I'm often bored at work.;2
2134;2022-07-01;2100-0001;If I could, I would like to change careers.;3
2135;2022-07-01;2100-0001;I'm satisified with the relations between colleagues in my team.;6
2136;2022-07-01;2100-0001;I can always trust the colleagues in my team.;8
2137;2022-07-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;2
2138;2022-07-01;2100-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
2139;2022-07-01;2100-0001;After work, I'm exhausted in the evening.;1
2140;2022-07-01;2100-0001;I'm often working under time pressure.;2
2141;2022-07-01;2100-0001;I have a really interesting  job.;7
2142;2022-07-01;2100-0001;Most of the time I enjoy going to work.;9
2143;2022-07-01;2100-0001;I'm often bored at work.;1
2144;2022-07-01;2100-0001;If I could, I would like to change careers.;3
2145;2022-07-01;2100-0001;I'm satisified with the relations between colleagues in my team.;10
2146;2022-07-01;2100-0001;I can always trust the colleagues in my team.;7
2147;2022-07-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;2
2148;2022-07-01;2100-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
2149;2022-07-01;2100-0001;After work, I'm exhausted in the evening.;3
2150;2022-07-01;2100-0001;I'm often working under time pressure.;3
2151;2022-07-01;2100-0001;I have a really interesting  job.;10
2152;2022-07-01;2100-0001;Most of the time I enjoy going to work.;9
2153;2022-07-01;2100-0001;I'm often bored at work.;3
2154;2022-07-01;2100-0001;If I could, I would like to change careers.;2
2155;2022-07-01;2100-0001;I'm satisified with the relations between colleagues in my team.;10
2156;2022-07-01;2100-0001;I can always trust the colleagues in my team.;8
2157;2022-07-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;2
2158;2022-07-01;2100-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
2159;2022-07-01;2100-0001;After work, I'm exhausted in the evening.;3
2160;2022-07-01;2100-0001;I'm often working under time pressure.;2
2161;2022-07-01;2100-0001;I have a really interesting  job.;6
2162;2022-07-01;2100-0001;Most of the time I enjoy going to work.;7
2163;2022-07-01;2100-0001;I'm often bored at work.;2
2164;2022-07-01;2100-0001;If I could, I would like to change careers.;1
2165;2022-07-01;2100-0001;I'm satisified with the relations between colleagues in my team.;6
2166;2022-07-01;2100-0001;I can always trust the colleagues in my team.;7
2167;2022-07-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;3
2168;2022-07-01;2100-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
2169;2022-07-01;2100-0001;After work, I'm exhausted in the evening.;3
2170;2022-07-01;2100-0001;I'm often working under time pressure.;1
2171;2022-07-01;2100-0001;I have a really interesting  job.;10
2172;2022-07-01;2100-0001;Most of the time I enjoy going to work.;10
2173;2022-07-01;2100-0001;I'm often bored at work.;1
2174;2022-07-01;2100-0001;If I could, I would like to change careers.;2
2175;2022-07-01;2100-0001;I'm satisified with the relations between colleagues in my team.;7
2176;2022-07-01;2100-0001;I can always trust the colleagues in my team.;9
2177;2022-07-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;2
2178;2022-07-01;2100-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
2179;2022-07-01;2100-0001;After work, I'm exhausted in the evening.;3
2180;2022-07-01;2100-0001;I'm often working under time pressure.;1
2181;2022-10-01;2100-0001;I have a really interesting  job.;7
2182;2022-10-01;2100-0001;Most of the time I enjoy going to work.;8
2183;2022-10-01;2100-0001;I'm often bored at work.;1
2184;2022-10-01;2100-0001;If I could, I would like to change careers.;3
2185;2022-10-01;2100-0001;I'm satisified with the relations between colleagues in my team.;7
2186;2022-10-01;2100-0001;I can always trust the colleagues in my team.;6
2187;2022-10-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;2
2188;2022-10-01;2100-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
2189;2022-10-01;2100-0001;After work, I'm exhausted in the evening.;2
2190;2022-10-01;2100-0001;I'm often working under time pressure.;1
2191;2022-10-01;2100-0001;I have a really interesting  job.;9
2192;2022-10-01;2100-0001;Most of the time I enjoy going to work.;9
2193;2022-10-01;2100-0001;I'm often bored at work.;2
2194;2022-10-01;2100-0001;If I could, I would like to change careers.;3
2195;2022-10-01;2100-0001;I'm satisified with the relations between colleagues in my team.;10
2196;2022-10-01;2100-0001;I can always trust the colleagues in my team.;7
2197;2022-10-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;2
2198;2022-10-01;2100-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
2199;2022-10-01;2100-0001;After work, I'm exhausted in the evening.;2
2200;2022-10-01;2100-0001;I'm often working under time pressure.;3
2201;2022-10-01;2100-0001;I have a really interesting  job.;8
2202;2022-10-01;2100-0001;Most of the time I enjoy going to work.;6
2203;2022-10-01;2100-0001;I'm often bored at work.;3
2204;2022-10-01;2100-0001;If I could, I would like to change careers.;3
2205;2022-10-01;2100-0001;I'm satisified with the relations between colleagues in my team.;10
2206;2022-10-01;2100-0001;I can always trust the colleagues in my team.;8
2207;2022-10-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;1
2208;2022-10-01;2100-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
2209;2022-10-01;2100-0001;After work, I'm exhausted in the evening.;3
2210;2022-10-01;2100-0001;I'm often working under time pressure.;1
2211;2022-10-01;2100-0001;I have a really interesting  job.;7
2212;2022-10-01;2100-0001;Most of the time I enjoy going to work.;8
2213;2022-10-01;2100-0001;I'm often bored at work.;2
2214;2022-10-01;2100-0001;If I could, I would like to change careers.;2
2215;2022-10-01;2100-0001;I'm satisified with the relations between colleagues in my team.;10
2216;2022-10-01;2100-0001;I can always trust the colleagues in my team.;6
2217;2022-10-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;1
2218;2022-10-01;2100-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
2219;2022-10-01;2100-0001;After work, I'm exhausted in the evening.;1
2220;2022-10-01;2100-0001;I'm often working under time pressure.;3
2221;2022-10-01;2100-0001;I have a really interesting  job.;7
2222;2022-10-01;2100-0001;Most of the time I enjoy going to work.;8
2223;2022-10-01;2100-0001;I'm often bored at work.;1
2224;2022-10-01;2100-0001;If I could, I would like to change careers.;2
2225;2022-10-01;2100-0001;I'm satisified with the relations between colleagues in my team.;7
2226;2022-10-01;2100-0001;I can always trust the colleagues in my team.;8
2227;2022-10-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;1
2228;2022-10-01;2100-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
2229;2022-10-01;2100-0001;After work, I'm exhausted in the evening.;2
2230;2022-10-01;2100-0001;I'm often working under time pressure.;2
2231;2022-10-01;2100-0001;I have a really interesting  job.;6
2232;2022-10-01;2100-0001;Most of the time I enjoy going to work.;10
2233;2022-10-01;2100-0001;I'm often bored at work.;1
2234;2022-10-01;2100-0001;If I could, I would like to change careers.;3
2235;2022-10-01;2100-0001;I'm satisified with the relations between colleagues in my team.;9
2236;2022-10-01;2100-0001;I can always trust the colleagues in my team.;8
2237;2022-10-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;3
2238;2022-10-01;2100-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
2239;2022-10-01;2100-0001;After work, I'm exhausted in the evening.;2
2240;2022-10-01;2100-0001;I'm often working under time pressure.;2
2241;2022-10-01;2100-0001;I have a really interesting  job.;8
2242;2022-10-01;2100-0001;Most of the time I enjoy going to work.;8
2243;2022-10-01;2100-0001;I'm often bored at work.;3
2244;2022-10-01;2100-0001;If I could, I would like to change careers.;1
2245;2022-10-01;2100-0001;I'm satisified with the relations between colleagues in my team.;8
2246;2022-10-01;2100-0001;I can always trust the colleagues in my team.;8
2247;2022-10-01;2100-0001;It would not bother me if some colleagues of my team would be replaced.;2
